BARBERÀ DEL VALLÈS,CATALUNYA,VALLÈS OCCIDENTAL
BARCELONA,CATALUNYA,BARCELONÈS
BÀSCARA,CATALUNYA,ALT EMPORDÀ
BASSELLA,CATALUNYA,ALT URGELL
BATEA,CATALUNYA,TERRA ALTA
BAUSEN,CATALUNYA,VALL D'ARAN
BEGUES,CATALUNYA,BAIX LLOBREGAT
BEGUR,CATALUNYA,BAIX EMPORDÀ
BÈLGICA,INTERNACIONAL,---
BELIANES,CATALUNYA,URGELL
BELL-LLOC D'URGELL,CATALUNYA,PLA D'URGELL
BELLAGUARDA,CATALUNYA,GARRIGUES
BELLCAIRE D'EMPORDÀ,CATALUNYA,BAIX EMPORDÀ
BELLCAIRE D'URGELL,CATALUNYA,NOGUERA
BELLMUNT D'URGELL,CATALUNYA,NOGUERA
BELLMUNT DEL PRIORAT,CATALUNYA,PRIORAT
BELLPRAT,CATALUNYA,ANOIA
BELLPUIG,CATALUNYA,URGELL
BELLVEI,CATALUNYA,BAIX PENEDÈS
BELLVER DE CERDANYA,CATALUNYA,CERDANYA
BELLVÍS,CATALUNYA,PLA D'URGELL
BENAVENT DE SEGRIÀ,CATALUNYA,SEGRIÀ
BENIFALLET,CATALUNYA,BAIX EBRE
BENISSANET,CATALUNYA,RIBERA D'EBRE
BERGA,CATALUNYA,BERGUEDÀ
BESALÚ,CATALUNYA,GARROTXA
BESCANÓ,CATALUNYA,GIRONÈS
BEUDA,CATALUNYA,GARROTXA
BIGUES I RIELLS,CATALUNYA,VALLÈS ORIENTAL
BIOSCA,CATALUNYA,SEGARRA
BIRMÀNIA,INTERNACIONAL,---
BIURE,CATALUNYA,ALT EMPORDÀ
BLANCAFORT,CATALUNYA,CONCA DE BARBERÀ
BLANES,CATALUNYA,SELVA
BOADELLA I LES ESCAULES,CATALUNYA,ALT EMPORDÀ
BOLÍVIA,INTERNACIONAL,---
BOLQUERA,CATALUNYA,CERDANYA
BOLVIR,CATALUNYA,CERDANYA
BOMPÀS,CATALUNYA,ROSSELLÓ
BONASTRE,CATALUNYA,BAIX PENEDÈS
BORDILS,CATALUNYA,GIRONÈS
BORRASSÀ,CATALUNYA,ALT EMPORDÀ
BORREDÀ,CATALUNYA,BERGUEDÀ
BOSSÒST,CATALUNYA,VALL D'ARAN
BOT,CATALUNYA,TERRA ALTA
BOTARELL,CATALUNYA,BAIX CAMP
BOVERA,CATALUNYA,GARRIGUES
BRÀFIM,CATALUNYA,ALT CAMP
BRASIL,INTERNACIONAL,---
BREDA,CATALUNYA,SELVA
BRULLÀ,CATALUNYA,ROSSELLÓ
BRUNYOLA,CATALUNYA,SELVA
BULA D'AMUNT,CATALUNYA,ROSSELLÓ
BULATERNERA,CATALUNYA,ROSSELLÓ
BULGÀRIA,INTERNACIONAL,---
CABACÉS,CATALUNYA,PRIORAT
CABANABONA,CATALUNYA,NOGUERA
CABANELLES,CATALUNYA,ALT EMPORDÀ
CABANES,CATALUNYA,ALT EMPORDÀ
CABESTANY,CATALUNYA,ROSSELLÓ
CABÓ,CATALUNYA,ALT URGELL
CABRA DEL CAMP,CATALUNYA,ALT CAMP
CABRERA D'ANOIA,CATALUNYA,ANOIA
CABRERA DE MAR,CATALUNYA,MARESME
CABRILS,CATALUNYA,MARESME
CADAQUÉS,CATALUNYA,ALT EMPORDÀ
CALAF,CATALUNYA,ANOIA
CALAFELL,CATALUNYA,BAIX PENEDÈS
CALCE,CATALUNYA,ROSSELLÓ
CALDERS,CATALUNYA,BAGES
CALDES D'ESTRAC,CATALUNYA,MARESME
CALDES DE MALAVELLA,CATALUNYA,SELVA
CALDES DE MONTBUI,CATALUNYA,VALLÈS ORIENTAL
CALELLA,CATALUNYA,MARESME
CALLDETENES,CATALUNYA,OSONA
CALLÚS,CATALUNYA,BAGES
CALMELLA,CATALUNYA,ROSSELLÓ
CALONGE,CATALUNYA,BAIX EMPORDÀ
CALONGE DE SEGARRA,CATALUNYA,ANOIA
CAMARASA,CATALUNYA,NOGUERA
CAMARLES,CATALUNYA,BAIX EBRE
CAMBRILS,CATALUNYA,BAIX CAMP
CAMELES,CATALUNYA,ROSSELLÓ
CAMÓS,CATALUNYA,PLA DE L'ESTANY
CAMPDEVÀNOL,CATALUNYA,RIPOLLÈS
CAMPELLES,CATALUNYA,RIPOLLÈS
CAMPINS,CATALUNYA,VALLÈS ORIENTAL
CAMPLLONG,CATALUNYA,GIRONÈS
CAMPOME,CATALUNYA,CONFLENT
CAMPRODON,CATALUNYA,RIPOLLÈS
CANADÀ,INTERNACIONAL,---
CANÀRIES,ESPANYA,---
CANAVELLES,CATALUNYA,CONFLENT
CANEJAN,CATALUNYA,VALL D'ARAN
CANET D'ADRI,CATALUNYA,GIRONÈS
CANET DE MAR,CATALUNYA,MARESME
CANET DE ROSSELLÓ,CATALUNYA,ROSSELLÓ
CÀNOES,CATALUNYA,ROSSELLÓ
CANOVELLES,CATALUNYA,VALLÈS ORIENTAL
CÀNOVES I SAMALÚS,CATALUNYA,VALLÈS ORIENTAL
CANTABRIA,ESPANYA,---
CANTALLOPS,CATALUNYA,ALT EMPORDÀ
CANYELLES,CATALUNYA,GARRAF
CAPAFONTS,CATALUNYA,BAIX CAMP
CAPÇANES,CATALUNYA,PRIORAT
CAPELLADES,CATALUNYA,ANOIA
CAPMANY,CATALUNYA,ALT EMPORDÀ
CAPOLAT,CATALUNYA,BERGUEDÀ
CARDEDEU,CATALUNYA,VALLÈS ORIENTAL
CARDONA,CATALUNYA,BAGES
CARME,CATALUNYA,ANOIA
CASAFABRE,CATALUNYA,ROSSELLÓ
CASERES,CATALUNYA,TERRA ALTA
CASSÀ DE LA SELVA,CATALUNYA,GIRONÈS
CASSERRES,CATALUNYA,BERGUEDÀ
CASTELL DE L'ARENY,CATALUNYA,BERGUEDÀ
CASTELL DE MUR,CATALUNYA,PALLARS JUSSÀ
CASTELL DE VERNET,CATALUNYA,CONFLENT
CASTELL-PLATJA D'ARO,CATALUNYA,BAIX EMPORDÀ
CASTELLA LA MANXA,ESPANYA,---
CASTELLA LLEÓ,ESPANYA,---
CASTELLAR DE LA RIBERA,CATALUNYA,SOLSONÈS
CASTELLAR DE N'HUG,CATALUNYA,BERGUEDÀ
CASTELLAR DEL RIU,CATALUNYA,BERGUEDÀ
CASTELLAR DEL VALLÈS,CATALUNYA,VALLÈS OCCIDENTAL
CASTELLBELL I EL VILAR,CATALUNYA,BAGES
CASTELLBISBAL,CATALUNYA,VALLÈS OCCIDENTAL
CASTELLCIR,CATALUNYA,VALLÈS ORIENTAL
CASTELLDANS,CATALUNYA,GARRIGUES
CASTELLDEFELS,CATALUNYA,BAIX LLOBREGAT
CASTELLET I LA GORNAL,CATALUNYA,ALT PENEDÈS
CASTELLFOLLIT DE LA ROCA,CATALUNYA,GARROTXA
CASTELLFOLLIT DE RIUBREGÓS,CATALUNYA,ANOIA
CASTELLFOLLIT DEL BOIX,CATALUNYA,BAGES
CASTELLGALÍ,CATALUNYA,BAGES
CASTELLNOU DE BAGES,CATALUNYA,BAGES
CASTELLNOU DE SEANA,CATALUNYA,PLA D'URGELL
CASTELLNOU DELS ASPRES,CATALUNYA,ROSSELLÓ
CASTELLÓ D'EMPÚRIES,CATALUNYA,ALT EMPORDÀ
CASTELLÓ DE FARFANYA,CATALUNYA,NOGUERA
CASTELLOLÍ,CATALUNYA,ANOIA
CASTELLSERÀ,CATALUNYA,URGELL
CASTELLTERÇOL,CATALUNYA,VALLÈS ORIENTAL
CASTELLVELL DEL CAMP,CATALUNYA,BAIX CAMP
CASTELLVÍ DE LA MARCA,CATALUNYA,ALT PENEDÈS
CASTELLVÍ DE ROSANES,CATALUNYA,BAIX LLOBREGAT
CATLLÀ DE CONFLENT,CATALUNYA,CONFLENT
CAUDERS DE CONFLENT,CATALUNYA,CONFLENT
CAVA (ALT URGELL),CATALUNYA,ALT URGELL
CELRÀ,CATALUNYA,GIRONÈS
CENSÀ,CATALUNYA,CONFLENT
CENTELLES,CATALUNYA,OSONA
CERCS,CATALUNYA,BERGUEDÀ
CERDANYOLA DEL VALLÈS,CATALUNYA,VALLÈS OCCIDENTAL
CERET,CATALUNYA,VALLESPIR
CERVELLÓ,CATALUNYA,BAIX LLOBREGAT
CERVERA,CATALUNYA,SEGARRA
CERVERA DE LA MARENDA,CATALUNYA,ROSSELLÓ
CERVIÀ DE LES GARRIGUES,CATALUNYA,GARRIGUES
CERVIÀ DE TER,CATALUNYA,GIRONÈS
CISTELLA,CATALUNYA,ALT EMPORDÀ
CIUTADILLA,CATALUNYA,URGELL
CLAIRÀ,CATALUNYA,ROSSELLÓ
CLARÀ I VILLERAC,CATALUNYA,CONFLENT
CLARIANA DE CARDENER,CATALUNYA,SOLSONÈS
CODALET,CATALUNYA,CONFLENT
COLERA,CATALUNYA,ALT EMPORDÀ
COLL DE NARGÓ,CATALUNYA,ALT URGELL
COLLBATÓ,CATALUNYA,BAIX LLOBREGAT
COLLDEJOU,CATALUNYA,BAIX CAMP
COLLSUSPINA,CATALUNYA,OSONA
COLÒMBIA,INTERNACIONAL,---
COLOMERS,CATALUNYA,BAIX EMPORDÀ
COMUNITAT DE MADRID,ESPANYA,---
COMUNITAT VALENCIANA,ESPANYA,---
CONAT,CATALUNYA,CONFLENT
CONCA DE DALT,CATALUNYA,PALLARS JUSSÀ
CONESA,CATALUNYA,CONCA DE BARBERÀ
CONGO,INTERNACIONAL,---
CONSTANTÍ,CATALUNYA,TARRAGONÈS
COPONS,CATALUNYA,ANOIA
CORBERA D'EBRE,CATALUNYA,TERRA ALTA
CORBERA DE LES CABANES,CATALUNYA,ROSSELLÓ
CORBERA DE LLOBREGAT,CATALUNYA,BAIX LLOBREGAT
CORBERA DEL CASTELL,CATALUNYA,ROSSELLÓ
CORBINS,CATALUNYA,SEGRIÀ
CORÇÀ,CATALUNYA,BAIX EMPORDÀ
COREA,INTERNACIONAL,---
CORNELLÀ DE CONFLENT,CATALUNYA,CONFLENT
CORNELLÀ DE LA RIBERA,CATALUNYA,ROSSELLÓ
CORNELLÀ DE LLOBREGAT,CATALUNYA,BAIX LLOBREGAT
CORNELLÀ DEL BÈRCOL,CATALUNYA,ROSSELLÓ
CORNELLÀ DEL TERRI,CATALUNYA,PLA DE L'ESTANY
CORNUDELLA DE MONTSANT,CATALUNYA,PRIORAT
CORTSAVÍ,CATALUNYA,VALLESPIR
COSTA RICA,INTERNACIONAL,---
COSTOJA,CATALUNYA,VALLESPIR
COTLLIURE,CATALUNYA,ROSSELLÓ
CREIXELL,CATALUNYA,TARRAGONÈS
CRESPIÀ,CATALUNYA,PLA DE L'ESTANY
CRUÏLLES, MONELLS I SANT SADURNÍ DE L'HEURA",CATALUNYA,BAIX EMPORDÀ
CUBELLES,CATALUNYA,GARRAF
CUBELLS,CATALUNYA,NOGUERA
CUNIT,CATALUNYA,BAIX PENEDÈS
DARNIUS,CATALUNYA,ALT EMPORDÀ
DAS,CATALUNYA,CERDANYA
DELTEBRE,CATALUNYA,BAIX EBRE
DINAMARCA,INTERNACIONAL,---
DORRES,CATALUNYA,CERDANYA
DOSRIUS,CATALUNYA,MARESME
DUESAIGÜES,CATALUNYA,BAIX CAMP
EGIPTE,INTERNACIONAL,---
ÈGUET,CATALUNYA,CERDANYA
EINA,CATALUNYA,CERDANYA
EL BARCARÈS,CATALUNYA,ROSSELLÓ
EL BRUC,CATALUNYA,ANOIA
EL BRULL,CATALUNYA,OSONA
EL CATLLAR,CATALUNYA,TARRAGONÈS
EL COGUL,CATALUNYA,GARRIGUES
EL FAR D'EMPORDÀ,CATALUNYA,ALT EMPORDÀ
EL LLOAR,CATALUNYA,PRIORAT
EL MASNOU,CATALUNYA,MARESME
EL MASROIG,CATALUNYA,PRIORAT
EL MILÀ,CATALUNYA,ALT CAMP
EL MOLAR,CATALUNYA,PRIORAT
EL MONTMELL,CATALUNYA,BAIX PENEDÈS
EL MORELL,CATALUNYA,TARRAGONÈS
EL PALAU D'ANGLESOLA,CATALUNYA,PLA D'URGELL
EL PAPIOL,CATALUNYA,BAIX LLOBREGAT
EL PERELLÓ,CATALUNYA,BAIX EBRE
EL PERTÚS,CATALUNYA,VALLESPIR
EL PINELL DE BRAI,CATALUNYA,TERRA ALTA
EL PLA DE SANTA MARIA,CATALUNYA,ALT CAMP
EL PLA DEL PENEDÈS,CATALUNYA,ALT PENEDÈS
EL POAL,CATALUNYA,PLA D'URGELL
EL PONT D'ARMENTERA,CATALUNYA,ALT CAMP
EL PONT DE BAR,CATALUNYA,ALT URGELL
EL PONT DE SUERT,CATALUNYA,ALTA RIBAGORÇA
EL PONT DE VILOMARA I ROCAFORT,CATALUNYA,BAGES
EL PORT DE LA SELVA,CATALUNYA,ALT EMPORDÀ
EL PRAT DE LLOBREGAT,CATALUNYA,BAIX LLOBREGAT
EL ROURELL,CATALUNYA,ALT CAMP
EL SOLER,CATALUNYA,ROSSELLÓ
EL SOLERÀS,CATALUNYA,GARRIGUES
EL TEC,CATALUNYA,VALLESPIR
EL VENDRELL,CATALUNYA,BAIX PENEDÈS
EL VILOSELL,CATALUNYA,GARRIGUES
EL VOLÓ,CATALUNYA,ROSSELLÓ
ELNA,CATALUNYA,ROSSELLÓ
ELS ALAMÚS,CATALUNYA,SEGRIÀ
ELS ANGLES,CATALUNYA,CAPCIR
ELS BANYS D'ARLES,CATALUNYA,VALLESPIR
ELS GARIDELLS,CATALUNYA,ALT CAMP
ELS GUIAMETS,CATALUNYA,PRIORAT
ELS HOSTALETS DE PIEROLA,CATALUNYA,ANOIA
ELS MASOS,CATALUNYA,CONFLENT
ELS OMELLONS,CATALUNYA,GARRIGUES
ELS OMELLS DE NA GAIA,CATALUNYA,URGELL
ELS PALLARESOS,CATALUNYA,TARRAGONÈS
ELS PLANS DE SIÓ,CATALUNYA,SEGARRA
ELS PRATS DE REI,CATALUNYA,ANOIA
ELS TORMS,CATALUNYA,GARRIGUES
ENVEIG,CATALUNYA,CERDANYA
ER,CATALUNYA,CERDANYA
ES BÒRDES,CATALUNYA,VALL D'ARAN
ESCARÓ,CATALUNYA,CONFLENT
ESCÒCIA,INTERNACIONAL,---
ESLOVÀQUIA,INTERNACIONAL,---
ESLOVÈNIA,INTERNACIONAL,---
ESPANYA,INTERNACIONAL,---
ESPARREGUERA,CATALUNYA,BAIX LLOBREGAT
ESPINELVES,CATALUNYA,OSONA
ESPIRÀ DE CONFLENT,CATALUNYA,CONFLENT
ESPIRÀ DE L'AGLÍ,CATALUNYA,ROSSELLÓ
ESPLUGUES DE LLOBREGAT,CATALUNYA,BAIX LLOBREGAT
ESPOLLA,CATALUNYA,ALT EMPORDÀ
ESPONELLÀ,CATALUNYA,PLA DE L'ESTANY
ESPOT,CATALUNYA,PALLARS SOBIRÀ
ESTAGELL,CATALUNYA,ROSSELLÓ
ESTAMARIU,CATALUNYA,ALT URGELL
ESTARÀS,CATALUNYA,SEGARRA
ESTAVAR,CATALUNYA,CERDANYA
ESTERRI D'ÀNEU,CATALUNYA,PALLARS SOBIRÀ
ESTERRI DE CARDÓS,CATALUNYA,PALLARS SOBIRÀ
ESTOER,CATALUNYA,CONFLENT
ETIÒPIA,INTERNACIONAL,---
EUA,INTERNACIONAL,---
EUS,CATALUNYA,CONFLENT
EXTREMADURA,ESPANYA,---
FALSET,CATALUNYA,PRIORAT
FARRERA,CATALUNYA,PALLARS SOBIRÀ
FIGARÓ-MONTMANY,CATALUNYA,VALLÈS ORIENTAL
FÍGOLS,CATALUNYA,BERGUEDÀ
FÍGOLS I ALINYÀ,CATALUNYA,ALT URGELL
FIGUERES,CATALUNYA,ALT EMPORDÀ
FIGUEROLA DEL CAMP,CATALUNYA,ALT CAMP
FILLOLS,CATALUNYA,CONFLENT
FINESTRET,CATALUNYA,CONFLENT
FINLÀNDIA,INTERNACIONAL,---
FLAÇÀ,CATALUNYA,GIRONÈS
FLIX,CATALUNYA,RIBERA D'EBRE
FOGARS DE LA SELVA,CATALUNYA,SELVA
FOGARS DE MONTCLÚS,CATALUNYA,VALLÈS ORIENTAL
FOIXÀ,CATALUNYA,BAIX EMPORDÀ
FOLGUEROLES,CATALUNYA,OSONA
FONDARELLA,CATALUNYA,PLA D'URGELL
FONOLLOSA,CATALUNYA,BAGES
FONT-RABIOSA,CATALUNYA,CAPCIR
FONT-ROMEU, ODELLÓ I VIÀ,CATALUNYA,CERDANYA
FONT-RUBÍ,CATALUNYA,ALT PENEDÈS
FONTANALS DE CERDANYA,CATALUNYA,CERDANYA
FONTANILLES,CATALUNYA,BAIX EMPORDÀ
FONTCOBERTA,CATALUNYA,PLA DE L'ESTANY
FONTPEDROSA,CATALUNYA,CONFLENT
FORADADA,CATALUNYA,NOGUERA
FORALLAC,CATALUNYA,BAIX EMPORDÀ
FORÈS,CATALUNYA,CONCA DE BARBERÀ
FORMIGUERA,CATALUNYA,CAPCIR
FORNELLS DE LA SELVA,CATALUNYA,GIRONÈS
FORQUES,CATALUNYA,ROSSELLÓ
FORTIÀ,CATALUNYA,ALT EMPORDÀ
FRANÇA,INTERNACIONAL,---
FREGINALS,CATALUNYA,MONTSIÀ
FULLÀ,CATALUNYA,CONFLENT
FULLEDA,CATALUNYA,GARRIGUES
GAIÀ,CATALUNYA,BAGES
GALÍCIA,ESPANYA,---
GALLIFA,CATALUNYA,VALLÈS OCCIDENTAL
GANDESA,CATALUNYA,TERRA ALTA
GARCIA,CATALUNYA,RIBERA D'EBRE
GARRIGÀS,CATALUNYA,ALT EMPORDÀ
GARRIGOLES,CATALUNYA,BAIX EMPORDÀ
GARRIGUELLA,CATALUNYA,ALT EMPORDÀ
GAVÀ,CATALUNYA,BAIX LLOBREGAT
GAVET DE LA CONCA,CATALUNYA,PALLARS JUSSÀ
GELIDA,CATALUNYA,ALT PENEDÈS
GER,CATALUNYA,CERDANYA
GIMENELLS I EL PLA DE LA FONT,CATALUNYA,SEGRIÀ
GINESTAR,CATALUNYA,RIBERA D'EBRE
GIRONA,CATALUNYA,GIRONÈS
GIRONELLA,CATALUNYA,BERGUEDÀ
GISCLARENY,CATALUNYA,BERGUEDÀ
GLORIANES,CATALUNYA,CONFLENT
GODALL,CATALUNYA,MONTSIÀ
GOLMÉS,CATALUNYA,PLA D'URGELL
GOMBRÈN,CATALUNYA,RIPOLLÈS
GÓSOL,CATALUNYA,BERGUEDÀ
GRANERA,CATALUNYA,VALLÈS ORIENTAL
GRANOLLERS,CATALUNYA,VALLÈS ORIENTAL
GRANYANELLA,CATALUNYA,SEGARRA
GRANYENA DE LES GARRIGUES,CATALUNYA,GARRIGUES
GRANYENA DE SEGARRA,CATALUNYA,SEGARRA
GRATALLOPS,CATALUNYA,PRIORAT
GRÈCIA,INTERNACIONAL,---
GROENLÀNDIA,INTERNACIONAL,---
GUALBA,CATALUNYA,VALLÈS ORIENTAL
GUALTA,CATALUNYA,BAIX EMPORDÀ
GUARDIOLA DE BERGUEDÀ,CATALUNYA,BERGUEDÀ
GUILS DE CERDANYA,CATALUNYA,CERDANYA
GUIMERÀ,CATALUNYA,URGELL
GUISSONA,CATALUNYA,SEGARRA
GUIXERS,CATALUNYA,SOLSONÈS
GURB,CATALUNYA,OSONA
HOLANDA,INTERNACIONAL,---
HONDURES,INTERNACIONAL,---
HONGRIA,INTERNACIONAL,---
HORTA DE SANT JOAN,CATALUNYA,TERRA ALTA
HORTAFÀ,CATALUNYA,ROSSELLÓ
HOSTALRIC,CATALUNYA,SELVA
IGUALADA,CATALUNYA,ANOIA
ILLA,CATALUNYA,ROSSELLÓ
ÍNDIA,INTERNACIONAL,---
INDONÈSIA,INTERNACIONAL,---
IRLANDA,INTERNACIONAL,---
ISONA I CONCA DELLÀ,CATALUNYA,PALLARS JUSSÀ
ISÒVOL,CATALUNYA,CERDANYA
ISRAEL,INTERNACIONAL,---
ITÀLIA,INTERNACIONAL,---
IVARS D'URGELL,CATALUNYA,PLA D'URGELL
IVARS DE NOGUERA,CATALUNYA,NOGUERA
IVORRA,CATALUNYA,SEGARRA
JAFRE,CATALUNYA,BAIX EMPORDÀ
JAPÓ,INTERNACIONAL,---
JÓC,CATALUNYA,CONFLENT
JORBA,CATALUNYA,ANOIA
JOSA I TUIXÉN,CATALUNYA,ALT URGELL
JUIÀ,CATALUNYA,GIRONÈS
JÚJOLS,CATALUNYA,CONFLENT
JUNCOSA,CATALUNYA,GARRIGUES
JUNEDA,CATALUNYA,GARRIGUES
KENYA,INTERNACIONAL,---
L'ALBAGÉS,CATALUNYA,GARRIGUES
L'ALBERA,CATALUNYA,VALLESPIR
L'ALBI,CATALUNYA,GARRIGUES
L'ALBIOL,CATALUNYA,BAIX CAMP
L'ALDEA,CATALUNYA,BAIX EBRE
L'ALEIXAR,CATALUNYA,BAIX CAMP
L'AMETLLA DE MAR,CATALUNYA,BAIX EBRE
L'AMETLLA DEL VALLÈS,CATALUNYA,VALLÈS ORIENTAL
L'AMPOLLA,CATALUNYA,BAIX EBRE
L'ARBOÇ,CATALUNYA,BAIX PENEDÈS
L'ARGENTERA,CATALUNYA,BAIX CAMP
L'ARMENTERA,CATALUNYA,ALT EMPORDÀ
L'ESCALA,CATALUNYA,ALT EMPORDÀ
L'ESPLUGA CALBA,CATALUNYA,GARRIGUES
L'ESPLUGA DE FRANCOLÍ,CATALUNYA,CONCA DE BARBERÀ
L'ESPUNYOLA,CATALUNYA,BERGUEDÀ
L'ESTANY,CATALUNYA,BAGES
L'HOSPITALET DE LLOBREGAT,CATALUNYA,BARCELONÈS
LA BARONIA DE RIALB,CATALUNYA,NOGUERA
LA BASTIDA,CATALUNYA,ROSSELLÓ
LA BISBAL D'EMPORDÀ,CATALUNYA,BAIX EMPORDÀ
LA BISBAL DE FALSET,CATALUNYA,PRIORAT
LA BISBAL DEL PENEDÈS,CATALUNYA,BAIX PENEDÈS
LA CABANASSA,CATALUNYA,CERDANYA
LA CELLERA DE TER,CATALUNYA,SELVA
LA COMA I LA PEDRA,CATALUNYA,SOLSONÈS
LA FATARELLA,CATALUNYA,TERRA ALTA
LA FEBRÓ,CATALUNYA,BAIX CAMP
LA FIGUERA,CATALUNYA,PRIORAT
LA FLORESTA,CATALUNYA,GARRIGUES
LA FULIOLA,CATALUNYA,URGELL
LA GALERA,CATALUNYA,MONTSIÀ
LA GARRIGA,CATALUNYA,VALLÈS ORIENTAL
LA GRANADA,CATALUNYA,ALT PENEDÈS
LA GRANADELLA,CATALUNYA,GARRIGUES
LA GRANJA D'ESCARP,CATALUNYA,SEGRIÀ
LA GUINGUETA D'ÀNEU,CATALUNYA,PALLARS SOBIRÀ
LA GUINGUETA D'IX,CATALUNYA,CERDANYA
LA JONQUERA,CATALUNYA,ALT EMPORDÀ
LA LLACUNA,CATALUNYA,ANOIA
